STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,so_eur,Standard output in Euros,crops,Crops,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NL,Netherlands,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NL,Netherlands,2013,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NL,Netherlands,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NL,Netherlands,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NL,Netherlands,2023,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NO,Norway,2005,,4.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NO,Norway,2007,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NO,Norway,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NO,Norway,2013,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NO,Norway,2016,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,NO,Norway,2020,,2.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PL,Poland,2005,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PL,Poland,2007,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PL,Poland,2010,,0.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PL,Poland,2013,,0.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PL,Poland,2016,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PL,Poland,2020,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PL,Poland,2023,,0.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PT,Portugal,2005,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PT,Portugal,2007,,0.0,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PT,Portugal,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PT,Portugal,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PT,Portugal,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PT,Portugal,2020,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,PT,Portugal,2023,,0.6,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RO,Romania,2005,,0.0,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RO,Romania,2007,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RO,Romania,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RO,Romania,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RO,Romania,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RO,Romania,2020,,0.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RO,Romania,2023,,0.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,RS,Serbia,2010,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SE,Sweden,2005,,0.9,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SE,Sweden,2007,,1.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SE,Sweden,2010,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SE,Sweden,2013,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SE,Sweden,2016,,0.7,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SE,Sweden,2020,,1.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SE,Sweden,2023,,1.8,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SI,Slovenia,2005,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SI,Slovenia,2007,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SI,Slovenia,2010,,0.5,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SI,Slovenia,2013,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SI,Slovenia,2016,,,,u,low reliability,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SI,Slovenia,2020,,0.4,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SI,Slovenia,2023,,0.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SK,Slovakia,2005,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SK,Slovakia,2007,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SK,Slovakia,2010,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SK,Slovakia,2013,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SK,Slovakia,2016,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SK,Slovakia,2020,,,,,,C,confidential
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,SK,Slovakia,2023,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,UK,United Kingdom,2005,,0.2,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,UK,United Kingdom,2007,,0.3,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,UK,United Kingdom,2010,,0.1,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,UK,United Kingdom,2013,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,KE_GT0_LT2,Over zero euros to less than 2000 euros,UAAXK0000_ORG,Fully converted and under conversion to organic farming utilised agricultural area (excluding kitchen gardens),PC,Percentage,UK,United Kingdom,2016,,0.0,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,AT,Austria,2005,,1405020,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,AT,Austria,2007,,1388640,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,AT,Austria,2010,,1371290,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,AT,Austria,2013,,1363860,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,AT,Austria,2016,,1344380,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,AT,Austria,2020,,1322910,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,AT,Austria,2023,,1321880,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BE,Belgium,2005,,845320,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BE,Belgium,2007,,841920,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BE,Belgium,2010,,836670,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BE,Belgium,2013,,799810,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BE,Belgium,2016,,855410,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BE,Belgium,2020,,869280,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BE,Belgium,2023,,865390,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BG,Bulgaria,2005,,2522650,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BG,Bulgaria,2007,,2663640,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BG,Bulgaria,2010,,3124930,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BG,Bulgaria,2013,,3279390,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BG,Bulgaria,2016,,3243960,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BG,Bulgaria,2020,,3318400,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,BG,Bulgaria,2023,,3285180,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CH,Switzerland,2005,,406350,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CH,Switzerland,2007,,406880,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CH,Switzerland,2010,,405340,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CH,Switzerland,2016,,401330,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CH,Switzerland,2020,,403220,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CY,Cyprus,2005,,110170,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CY,Cyprus,2007,,107830,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CY,Cyprus,2010,,84870,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CY,Cyprus,2013,,80120,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CY,Cyprus,2016,,84250,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CY,Cyprus,2020,,102240,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CY,Cyprus,2023,,98620,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CZ,Czechia,2005,,2640460,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CZ,Czechia,2007,,2570880,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CZ,Czechia,2010,,2517490,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CZ,Czechia,2013,,2492110,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CZ,Czechia,2016,,2473220,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CZ,Czechia,2020,,2476710,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,CZ,Czechia,2023,,2518870,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DE,Germany,2005,,11903350,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DE,Germany,2007,,11890450,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DE,Germany,2010,,11846670,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DE,Germany,2013,,11875890,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DE,Germany,2016,,11819330,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DE,Germany,2020,,11663810,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DE,Germany,2023,,11681400,,,,,
dataflow,ESTAT:EF_FSI_LUS$DEFAULTVIEW(1.0),Main farm land use,A,Annual,TOTAL,Total,ARA,Arable land,HA,Hectare,DK,Denmark,2005,,2500590,,,,,
