STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,FR,France,2010,,165950,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,FR,France,2013,,137440,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,FR,France,2016,,116890,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,FR,France,2020,,59910,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,FR,France,2023,,54370,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HR,Croatia,2010,,286200,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HR,Croatia,2013,,223420,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HR,Croatia,2016,,169910,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HR,Croatia,2020,,166200,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HR,Croatia,2023,,132200,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HU,Hungary,2010,,487390,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HU,Hungary,2013,,478520,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HU,Hungary,2016,,282540,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HU,Hungary,2020,,155280,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,HU,Hungary,2023,,101430,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IE,Ireland,2010,,119410,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IE,Ireland,2013,,113180,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IE,Ireland,2016,,109770,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IE,Ireland,2020,,114260,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IE,Ireland,2023,,138920,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IS,Iceland,2010,,1960,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IS,Iceland,2020,,150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IT,Italy,2010,,1687530,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IT,Italy,2013,,996880,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IT,Italy,2016,,684310,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IT,Italy,2020,,376610,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,IT,Italy,2023,,352700,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LT,Lithuania,2010,,147030,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LT,Lithuania,2013,,94250,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LT,Lithuania,2016,,73070,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LT,Lithuania,2020,,77180,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LT,Lithuania,2023,,65940,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LU,Luxembourg,2010,,2150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LU,Luxembourg,2013,,1810,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LU,Luxembourg,2016,,1720,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LU,Luxembourg,2020,,1720,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LU,Luxembourg,2023,,1750,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LV,Latvia,2010,,82780,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LV,Latvia,2013,,72470,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LV,Latvia,2016,,71460,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LV,Latvia,2020,,65660,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,LV,Latvia,2023,,71240,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,ME,Montenegro,2010,,49380,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,MK,North Macedonia,2013,,269260,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,MT,Malta,2010,,6060,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,MT,Malta,2013,,5120,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,MT,Malta,2016,,5720,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,MT,Malta,2020,,2700,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,MT,Malta,2023,,4220,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NL,Netherlands,2010,,81820,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NL,Netherlands,2013,,70200,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NL,Netherlands,2016,,66750,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NL,Netherlands,2020,,65300,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NL,Netherlands,2023,,64230,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NO,Norway,2010,,62830,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NO,Norway,2013,,64010,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NO,Norway,2016,,51540,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,NO,Norway,2020,,32370,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PL,Poland,2010,,2294450,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PL,Poland,2013,,2063940,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PL,Poland,2016,,1573330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PL,Poland,2020,,1320350,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PL,Poland,2023,,1131960,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PT,Portugal,2010,,368260,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PT,Portugal,2013,,312340,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PT,Portugal,2016,,281320,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PT,Portugal,2020,,300590,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,PT,Portugal,2023,,300030,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,RO,Romania,2010,,3259600,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,RO,Romania,2013,,2890850,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,RO,Romania,2016,,2584320,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,RO,Romania,2020,,1557810,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,RO,Romania,2023,,1566270,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,RS,Serbia,2010,,833120,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SE,Sweden,2010,,56450,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SE,Sweden,2013,,46780,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SE,Sweden,2016,,49420,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SE,Sweden,2020,,49710,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SE,Sweden,2023,,46820,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SI,Slovenia,2010,,137240,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SI,Slovenia,2013,,131450,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SI,Slovenia,2016,,127070,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SI,Slovenia,2020,,122830,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SI,Slovenia,2023,,106000,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SK,Slovakia,2010,,24220,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SK,Slovakia,2013,,18270,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SK,Slovakia,2016,,17840,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SK,Slovakia,2020,,11330,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,SK,Slovakia,2023,,9100,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,UK,United Kingdom,2010,,164280,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,UK,United Kingdom,2013,,147150,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAMXHLD,"Members of sole holders' family, excluding the holder, directly employed by the farm",PER,Person,UK,United Kingdom,2016,,151830,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),AT,Austria,2010,,65410,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),AT,Austria,2013,,63010,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),AT,Austria,2016,,56560,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),AT,Austria,2020,,49010,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),AT,Austria,2023,,47360,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),BE,Belgium,2010,,30860,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),BE,Belgium,2013,,26550,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),BE,Belgium,2016,,23280,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),BE,Belgium,2020,,21430,,,,,
dataflow,ESTAT:EF_FSI_LFSEX$DEFAULTVIEW(1.0),Farm labour force by work status and sex of worker,A,Annual,T,Total,FLF_D_RFAM_HLD,Sole holder directly employed by the farm,AWU,Annual working unit (AWU),BE,Belgium,2023,,19900,,,,,
