STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,training,Training,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,DE,Germany,2005,,118960,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,DE,Germany,2010,,73420,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,DE,Germany,2013,,56050,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,DK,Denmark,2005,,12200,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,DK,Denmark,2010,,7560,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,DK,Denmark,2013,,5620,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EE,Estonia,2005,,4840,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EE,Estonia,2010,,3450,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EE,Estonia,2013,,3230,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EL,Greece,2005,,128980,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EL,Greece,2010,,112710,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EL,Greece,2013,,104330,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,ES,Spain,2005,,179270,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,ES,Spain,2010,,152440,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,ES,Spain,2013,,122920,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,1761630,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,2000330,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,1653570,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2010,,2004870,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,EU27_2020,European Union - 27 countries (from 2020),2013,,1633260,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,FI,Finland,2005,,17270,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,FI,Finland,2010,,12910,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,FI,Finland,2013,,11990,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,FR,France,2005,,140140,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,FR,France,2010,,109440,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,FR,France,2013,,90330,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,HR,Croatia,2010,,28020,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,HR,Croatia,2013,,17700,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,HU,Hungary,2005,,105910,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,HU,Hungary,2010,,83010,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,HU,Hungary,2013,,72240,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,IE,Ireland,2005,,26080,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,IE,Ireland,2010,,25150,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,IE,Ireland,2013,,23290,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,IS,Iceland,2010,,420,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,IT,Italy,2005,,194050,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,IT,Italy,2010,,203480,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,IT,Italy,2013,,109590,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LT,Lithuania,2005,,48230,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LT,Lithuania,2010,,32150,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LT,Lithuania,2013,,23800,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LU,Luxembourg,2005,,600,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LU,Luxembourg,2010,,430,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LU,Luxembourg,2013,,360,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LV,Latvia,2005,,24700,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LV,Latvia,2010,,14260,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,LV,Latvia,2013,,11890,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,ME,Montenegro,2010,,6000,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,MK,North Macedonia,2013,,20940,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,MT,Malta,2005,,1550,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,MT,Malta,2010,,1510,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,MT,Malta,2013,,1210,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,NL,Netherlands,2005,,20480,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,NL,Netherlands,2010,,14850,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,NL,Netherlands,2013,,11010,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,NO,Norway,2005,,13490,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,NO,Norway,2010,,10890,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,NO,Norway,2013,,9180,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,PL,Poland,2005,,549800,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,PL,Poland,2010,,369560,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,PL,Poland,2013,,339130,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,PT,Portugal,2005,,29130,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,PT,Portugal,2010,,25080,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,PT,Portugal,2013,,19130,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,RO,Romania,2005,,513710,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,RO,Romania,2010,,609610,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,RO,Romania,2013,,506810,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,RS,Serbia,2010,,70400,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SE,Sweden,2005,,13880,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SE,Sweden,2010,,9850,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SE,Sweden,2013,,8580,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SI,Slovenia,2005,,11070,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SI,Slovenia,2010,,10440,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SI,Slovenia,2013,,10390,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SK,Slovakia,2005,,9570,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SK,Slovakia,2010,,3640,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,SK,Slovakia,2013,,3640,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,UK,United Kingdom,2005,,45670,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,UK,United Kingdom,2010,,23480,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,HLD,Holding,UK,United Kingdom,2013,,20320,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,AT,Austria,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,AT,Austria,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,AT,Austria,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,BE,Belgium,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,BE,Belgium,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,BE,Belgium,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,BG,Bulgaria,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,BG,Bulgaria,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,BG,Bulgaria,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,CH,Switzerland,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,CY,Cyprus,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,CY,Cyprus,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,CY,Cyprus,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,CZ,Czechia,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,CZ,Czechia,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,CZ,Czechia,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,DE,Germany,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,DE,Germany,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,DE,Germany,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,DK,Denmark,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,DK,Denmark,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,DK,Denmark,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EE,Estonia,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EE,Estonia,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EE,Estonia,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EL,Greece,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EL,Greece,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EL,Greece,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,ES,Spain,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,ES,Spain,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,ES,Spain,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,FI,Finland,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,FI,Finland,2010,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,FI,Finland,2013,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,FR,France,2005,,100.0,,,,,
dataflow,ESTAT:EF_FSI_TRAINING$DEFAULTVIEW(1.0),Agricultural training of farm managers,A,Annual,TOTAL,Total,Y35-44,From 35 to 44 years,PC,Percentage,FR,France,2010,,100.0,,,,,
